142, 125, 90, 39
138.34, 124.818, 90, 39
133.189, 124.844, 90, 39
126.415, 124.278, 91.8, 39.78
125.531, 124.529, 90, 39
118.106, 123.197, 91.8, 39.78
115.686, 123.428, 88.2353, 38.2353
111.667, 122.532, 90, 39
105.204, 122.163, 90, 39
100.615, 122.197, 88.2353, 38.2353
95.5427, 119.789, 93.636, 40.5756
88.3902, 119.204, 93.636, 40.5756
83.3658, 118.547, 93.636, 40.5756
80.8006, 119.04, 91.8, 39.78
73.6485, 117.32, 93.636, 40.5756
71.273, 117.432, 91.8, 39.78
66.4698, 116.77, 88.2353, 38.2353
62.9044, 116.218, 90, 39
55.0008, 115.738, 91.8, 39.78
47.0095, 114.312, 95.5087, 41.3871
42.4938, 113.735, 93.636, 40.5756
36.3745, 113.292, 93.636, 40.5756
31.8076, 114.385, 90, 39
26.8743, 114.358, 88.2353, 38.2353
22.9689, 114.371, 88.2353, 38.2353
16.7328, 114.933, 86.5052, 37.4856
12.5684, 115.518, 88.2353, 38.2353
7.10846, 117.2, 84.809, 36.7506
0.882576, 118.958, 83.1461, 36.03
-7.78478, 120.587, 88.2353, 38.2353
-14.0424, 121.253, 86.5052, 37.4856
-19.093, 122.426, 86.5052, 37.4856
-24.6875, 123.128, 84.809, 36.7506
-31.177, 124.482, 84.809, 36.7506
-34.8773, 125.298, 86.5052, 37.4856
-35.9854, 125.365, 86.5052, 37.4856
-35.3376, 125.935, 84.809, 36.7506
-36.6229, 126.471, 84.809, 36.7506
-36.7836, 126.745, 84.809, 36.7506
-37.8339, 126.075, 86.5052, 37.4856
-38.4693, 125.978, 86.5052, 37.4856
-38.161, 125.738, 86.5052, 37.4856
-39.645, 123.555, 91.8, 39.78
-40.3441, 122.319, 93.636, 40.5756
-40.1068, 121.439, 95.5087, 41.3871
-38.4452, 119.905, 97.4189, 42.2149
-36.972, 119.045, 97.4189, 42.2149
-32.5624, 117.907, 97.4189, 42.2149
-29.4698, 118.032, 93.636, 40.5756
-24.0939, 116.509, 93.636, 40.5756
-24.1397, 115.944, 95.5087, 41.3871
-23.1868, 114.021, 95.5087, 41.3871
-17.5646, 113.773, 93.636, 40.5756
-17.5365, 112.012, 95.5087, 41.3871
-16.9744, 109.496, 99.3673, 43.0592
-6.03046, 109.666, 93.636, 40.5756
-5.70485, 108.209, 97.4189, 42.2149
2.05334, 106.494, 97.4189, 42.2149
5.2722, 105.648, 97.4189, 42.2149
14.0391, 105.88, 93.636, 40.5756
19.5185, 104.365, 95.5087, 41.3871
20.7818, 102.941, 95.5087, 41.3871
29.6232, 102.898, 93.636, 40.5756
34.83, 102.775, 93.636, 40.5756
39.8192, 103.062, 91.8, 39.78
47.6675, 103.484, 90, 39
49.4992, 103.475, 91.8, 39.78
55.5405, 104.066, 90, 39
54.3836, 105.065, 91.8, 39.78
54.2697, 106.435, 91.8, 39.78
55.2853, 107.523, 90, 39
56.3011, 109.593, 88.2353, 38.2353
57.9749, 111.132, 86.5052, 37.4856
57.8623, 112.103, 88.2353, 38.2353
57.2976, 112.629, 91.8, 39.78
58.8122, 114.694, 88.2353, 38.2353
59.5638, 116.038, 88.2353, 38.2353
57.7923, 115.828, 91.8, 39.78
57.4759, 117.464, 91.8, 39.78
57.2325, 117.91, 91.8, 39.78
57.256, 119.153, 91.8, 39.78
59.1967, 120.462, 88.2353, 38.2353
59.3994, 121.103, 88.2353, 38.2353
60.4511, 122.521, 86.5052, 37.4856
60.4977, 123.046, 86.5052, 37.4856
60.7375, 124.199, 86.5052, 37.4856
59.4289, 125.451, 88.2353, 38.2353
58.4259, 125.342, 90, 39
57.9986, 126.963, 90, 39
58.0832, 127.665, 90, 39
56.4511, 127.811, 91.8, 39.78
56, 128, 91, 39
55.4247, 128.24, 91, 39
56.1536, 129.548, 89.2157, 38.2353
54.7664, 129.524, 91, 39
54.1291, 130.355, 91, 39
54.6708, 131.691, 89.2157, 38.2353
57.6303, 133.309, 85.7513, 36.7506
59.1419, 134.453, 85.7513, 36.7506
62.2209, 135.344, 87.4664, 37.4856
62.8478, 136.152, 87.4664, 37.4856
65.0866, 136.738, 87.4664, 37.4856
67.1192, 138.132, 87.4664, 37.4856
67.8348, 138.618, 87.4664, 37.4856
71.0154, 139.765, 85.7513, 36.7506
76.4817, 141.213, 85.7513, 36.7506
77.3516, 141.407, 87.4664, 37.4856
82.9021, 142.455, 89.2157, 38.2353
84.6068, 143.503, 87.4664, 37.4856
90.4371, 144.033, 89.2157, 38.2353
92.7765, 145.351, 87.4664, 37.4856
99.1878, 146.116, 87.4664, 37.4856
104.317, 148.329, 87.4664, 37.4856
104.929, 148.661, 87.4664, 37.4856
110.709, 148.848, 89.2157, 38.2353
115.065, 150.244, 89.2157, 38.2353
118.115, 150.183, 89.2157, 38.2353
124.851, 151.596, 87.4664, 37.4856
126.3, 152.204, 87.4664, 37.4856
129.513, 153.941, 91, 39
133.348, 154.34, 89.2157, 38.2353
141, 156, 84, 36
147.931, 156.383, 82.3529, 35.2941
150.689, 157.484, 80.7382, 34.6021
156.088, 158.54, 82.3529, 35.2941
158.261, 158.484, 84, 36
164.42, 159.426, 82.3529, 35.2941
168.396, 159.786, 82.3529, 35.2941
171.074, 161.098, 82.3529, 35.2941
177.943, 162.234, 80.7382, 34.6021
177.25, 162.153, 84, 36
184.028, 162.312, 84, 36
186.557, 163.712, 80.7382, 34.6021
192.79, 164.566, 80.7382, 34.6021
193.959, 165.178, 82.3529, 35.2941
195.674, 166.508, 82.3529, 35.2941
201.662, 166.97, 82.3529, 35.2941
206.44, 167.849, 82.3529, 35.2941
206.039, 168.719, 82.3529, 35.2941
208.039, 169.525, 80.7382, 34.6021
206.988, 171.187, 84, 36
208.239, 169.777, 85.68, 36.72
210.991, 171.13, 82.3529, 35.2941
210.492, 172.143, 84, 36
213.846, 172.508, 84, 36
215.801, 174.184, 80.7382, 34.6021
215.647, 174.448, 82.3529, 35.2941
217.321, 175.314, 80.7382, 34.6021
217, 177, 79, 34
218.425, 178.16, 75.9323, 32.6797
218.9, 180.703, 74.4435, 32.039
216.118, 181.09, 77.451, 33.3333
216.151, 182.307, 75.9323, 32.6797
215.108, 182.983, 75.9323, 32.6797
214.521, 184.401, 74.4435, 32.039
213.715, 185.804, 74.4435, 32.039
211.419, 187.522, 77.451, 33.3333
209.725, 188.458, 75.9323, 32.6797
209.684, 189.494, 75.9323, 32.6797
209.067, 190.279, 75.9323, 32.6797
209.034, 191.738, 74.4435, 32.039
206.029, 193.498, 77.451, 33.3333
205.272, 193.736, 77.451, 33.3333
205.485, 194.626, 75.9323, 32.6797
204.398, 195.549, 75.9323, 32.6797
203.678, 195.688, 75.9323, 32.6797
202.695, 195.445, 75.9323, 32.6797
201.747, 195.782, 75.9323, 32.6797
200.527, 195.292, 75.9323, 32.6797
199.319, 195.468, 75.9323, 32.6797
197.086, 194.422, 79, 34
196.07, 193.492, 79, 34
194.748, 192.303, 80.58, 34.68
192.784, 191.846, 79, 34
193.489, 190.738, 77.451, 33.3333
191.902, 189.259, 77.451, 33.3333
191.153, 187.775, 77.451, 33.3333
189, 186, 78, 34
187.736, 185.068, 79.56, 34.68
188.729, 184.973, 78, 34
184.526, 183.255, 81.1512, 35.3736
184.324, 182.037, 81.1512, 35.3736
183.583, 180.503, 81.1512, 35.3736
183.095, 178.891, 79.56, 34.68
181.913, 177.677, 81.1512, 35.3736
179.594, 177.077, 79.56, 34.68
178.688, 175.67, 81.1512, 35.3736
