138.34, 124.818, 228.34, 124.818, 228.34, 163.818, 138.34, 163.818
133.189, 124.844, 223.189, 124.844, 223.189, 163.844, 133.189, 163.844
126.415, 124.278, 218.215, 124.278, 218.215, 164.058, 126.415, 164.058
125.531, 124.529, 215.531, 124.529, 215.531, 163.529, 125.531, 163.529
118.106, 123.197, 209.906, 123.197, 209.906, 162.977, 118.106, 162.977
115.686, 123.428, 203.922, 123.428, 203.922, 161.663, 115.686, 161.663
111.667, 122.532, 201.667, 122.532, 201.667, 161.532, 111.667, 161.532
105.204, 122.163, 195.204, 122.163, 195.204, 161.163, 105.204, 161.163
100.615, 122.197, 188.85, 122.197, 188.85, 160.433, 100.615, 160.433
95.5427, 119.789, 189.179, 119.789, 189.179, 160.365, 95.5427, 160.365
88.3902, 119.204, 182.026, 119.204, 182.026, 159.78, 88.3902, 159.78
83.3658, 118.547, 177.002, 118.547, 177.002, 159.122, 83.3658, 159.122
80.8006, 119.04, 172.601, 119.04, 172.601, 158.82, 80.8006, 158.82
73.6485, 117.32, 167.285, 117.32, 167.285, 157.895, 73.6485, 157.895
71.273, 117.432, 163.073, 117.432, 163.073, 157.212, 71.273, 157.212
66.4698, 116.77, 154.705, 116.77, 154.705, 155.005, 66.4698, 155.005
62.9044, 116.218, 152.904, 116.218, 152.904, 155.218, 62.9044, 155.218
55.0008, 115.738, 146.801, 115.738, 146.801, 155.518, 55.0008, 155.518
47.0095, 114.312, 142.518, 114.312, 142.518, 155.699, 47.0095, 155.699
42.4938, 113.735, 136.13, 113.735, 136.13, 154.311, 42.4938, 154.311
36.3745, 113.292, 130.011, 113.292, 130.011, 153.867, 36.3745, 153.867
31.8076, 114.385, 121.808, 114.385, 121.808, 153.385, 31.8076, 153.385
26.8743, 114.358, 115.11, 114.358, 115.11, 152.594, 26.8743, 152.594
22.9689, 114.371, 111.204, 114.371, 111.204, 152.607, 22.9689, 152.607
16.7328, 114.933, 103.238, 114.933, 103.238, 152.418, 16.7328, 152.418
12.5684, 115.518, 100.804, 115.518, 100.804, 153.753, 12.5684, 153.753
7.10846, 117.2, 91.9175, 117.2, 91.9175, 153.95, 7.10846, 153.95
0.882576, 118.958, 84.0287, 118.958, 84.0287, 154.988, 0.882576, 154.988
-7.78478, 120.587, 80.4505, 120.587, 80.4505, 158.822, -7.78478, 158.822
-14.0424, 121.253, 72.4628, 121.253, 72.4628, 158.739, -14.0424, 158.739
-19.093, 122.426, 67.4122, 122.426, 67.4122, 159.911, -19.093, 159.911
-24.6875, 123.128, 60.1215, 123.128, 60.1215, 159.878, -24.6875, 159.878
-31.177, 124.482, 53.632, 124.482, 53.632, 161.233, -31.177, 161.233
-34.8773, 125.298, 51.6279, 125.298, 51.6279, 162.783, -34.8773, 162.783
-35.9854, 125.365, 50.5198, 125.365, 50.5198, 162.851, -35.9854, 162.851
-35.3376, 125.935, 49.4715, 125.935, 49.4715, 162.686, -35.3376, 162.686
-36.6229, 126.471, 48.1861, 126.471, 48.1861, 163.221, -36.6229, 163.221
-36.7836, 126.745, 48.0254, 126.745, 48.0254, 163.495, -36.7836, 163.495
-37.8339, 126.075, 48.6713, 126.075, 48.6713, 163.561, -37.8339, 163.561
-38.4693, 125.978, 48.0359, 125.978, 48.0359, 163.464, -38.4693, 163.464
-38.161, 125.738, 48.3442, 125.738, 48.3442, 163.224, -38.161, 163.224
-39.645, 123.555, 52.155, 123.555, 52.155, 163.335, -39.645, 163.335
-40.3441, 122.319, 53.2919, 122.319, 53.2919, 162.895, -40.3441, 162.895
-40.1068, 121.439, 55.4019, 121.439, 55.4019, 162.826, -40.1068, 162.826
-38.4452, 119.905, 58.9737, 119.905, 58.9737, 162.12, -38.4452, 162.12
-36.972, 119.045, 60.4469, 119.045, 60.4469, 161.26, -36.972, 161.26
-32.5624, 117.907, 64.8565, 117.907, 64.8565, 160.122, -32.5624, 160.122
-29.4698, 118.032, 64.1662, 118.032, 64.1662, 158.608, -29.4698, 158.608
-24.0939, 116.509, 69.5421, 116.509, 69.5421, 157.085, -24.0939, 157.085
-24.1397, 115.944, 71.369, 115.944, 71.369, 157.332, -24.1397, 157.332
-23.1868, 114.021, 72.3219, 114.021, 72.3219, 155.408, -23.1868, 155.408
-17.5646, 113.773, 76.0714, 113.773, 76.0714, 154.348, -17.5646, 154.348
-17.5365, 112.012, 77.9722, 112.012, 77.9722, 153.399, -17.5365, 153.399
-16.9744, 109.496, 82.3928, 109.496, 82.3928, 152.555, -16.9744, 152.555
-6.03046, 109.666, 87.6055, 109.666, 87.6055, 150.241, -6.03046, 150.241
-5.70485, 108.209, 91.714, 108.209, 91.714, 150.424, -5.70485, 150.424
2.05334, 106.494, 99.4722, 106.494, 99.4722, 148.709, 2.05334, 148.709
5.2722, 105.648, 102.691, 105.648, 102.691, 147.863, 5.2722, 147.863
14.0391, 105.88, 107.675, 105.88, 107.675, 146.456, 14.0391, 146.456
19.5185, 104.365, 115.027, 104.365, 115.027, 145.752, 19.5185, 145.752
20.7818, 102.941, 116.291, 102.941, 116.291, 144.329, 20.7818, 144.329
29.6232, 102.898, 123.259, 102.898, 123.259, 143.474, 29.6232, 143.474
34.83, 102.775, 128.466, 102.775, 128.466, 143.351, 34.83, 143.351
39.8192, 103.062, 131.619, 103.062, 131.619, 142.842, 39.8192, 142.842
47.6675, 103.484, 137.668, 103.484, 137.668, 142.484, 47.6675, 142.484
49.4992, 103.475, 141.299, 103.475, 141.299, 143.255, 49.4992, 143.255
55.5405, 104.066, 145.541, 104.066, 145.541, 143.066, 55.5405, 143.066
54.3836, 105.065, 146.184, 105.065, 146.184, 144.845, 54.3836, 144.845
54.2697, 106.435, 146.07, 106.435, 146.07, 146.215, 54.2697, 146.215
55.2853, 107.523, 145.285, 107.523, 145.285, 146.523, 55.2853, 146.523
56.3011, 109.593, 144.536, 109.593, 144.536, 147.828, 56.3011, 147.828
57.9749, 111.132, 144.48, 111.132, 144.48, 148.618, 57.9749, 148.618
57.8623, 112.103, 146.098, 112.103, 146.098, 150.339, 57.8623, 150.339
57.2976, 112.629, 149.098, 112.629, 149.098, 152.409, 57.2976, 152.409
58.8122, 114.694, 147.048, 114.694, 147.048, 152.93, 58.8122, 152.93
59.5638, 116.038, 147.799, 116.038, 147.799, 154.274, 59.5638, 154.274
57.7923, 115.828, 149.592, 115.828, 149.592, 155.608, 57.7923, 155.608
57.4759, 117.464, 149.276, 117.464, 149.276, 157.244, 57.4759, 157.244
57.2325, 117.91, 149.033, 117.91, 149.033, 157.69, 57.2325, 157.69
57.256, 119.153, 149.056, 119.153, 149.056, 158.933, 57.256, 158.933
59.1967, 120.462, 147.432, 120.462, 147.432, 158.698, 59.1967, 158.698
59.3994, 121.103, 147.635, 121.103, 147.635, 159.338, 59.3994, 159.338
60.4511, 122.521, 146.956, 122.521, 146.956, 160.006, 60.4511, 160.006
60.4977, 123.046, 147.003, 123.046, 147.003, 160.532, 60.4977, 160.532
60.7375, 124.199, 147.243, 124.199, 147.243, 161.685, 60.7375, 161.685
59.4289, 125.451, 147.664, 125.451, 147.664, 163.686, 59.4289, 163.686
58.4259, 125.342, 148.426, 125.342, 148.426, 164.342, 58.4259, 164.342
57.9986, 126.963, 147.999, 126.963, 147.999, 165.963, 57.9986, 165.963
58.0832, 127.665, 148.083, 127.665, 148.083, 166.665, 58.0832, 166.665
56.4511, 127.811, 148.251, 127.811, 148.251, 167.591, 56.4511, 167.591
56.3883, 128.734, 148.188, 128.734, 148.188, 168.514, 56.3883, 168.514
55.8977, 129.355, 147.698, 129.355, 147.698, 169.135, 55.8977, 169.135
55.813, 130.246, 147.613, 130.246, 147.613, 170.026, 55.813, 170.026
55.4055, 130.751, 147.206, 130.751, 147.206, 170.531, 55.4055, 170.531
55.9169, 132.716, 145.917, 132.716, 145.917, 171.716, 55.9169, 171.716
54.9841, 132.938, 146.784, 132.938, 146.784, 172.718, 54.9841, 172.718
58.1168, 134.742, 146.352, 134.742, 146.352, 172.977, 58.1168, 172.977
59.3828, 135.535, 147.618, 135.535, 147.618, 173.771, 59.3828, 173.771
63.799, 136.012, 153.799, 136.012, 153.799, 175.012, 63.799, 175.012
63.6408, 138.206, 153.641, 138.206, 153.641, 177.206, 63.6408, 177.206
64.9181, 138.551, 154.918, 138.551, 154.918, 177.551, 64.9181, 177.551
67.5926, 139.817, 155.828, 139.817, 155.828, 178.052, 67.5926, 178.052
68.8707, 140.28, 157.106, 140.28, 157.106, 178.516, 68.8707, 178.516
71.5557, 140.45, 161.556, 140.45, 161.556, 179.45, 71.5557, 179.45
74.4075, 143.567, 162.643, 143.567, 162.643, 181.802, 74.4075, 181.802
79.7719, 143.322, 169.772, 143.322, 169.772, 182.322, 79.7719, 182.322
84.057, 145.298, 174.057, 145.298, 174.057, 184.298, 84.057, 184.298
84.4858, 145.969, 174.486, 145.969, 174.486, 184.969, 84.4858, 184.969
90.8117, 146.125, 182.612, 146.125, 182.612, 185.905, 90.8117, 185.905
