142, 125, 232, 164
138.34, 124.818, 228.34, 163.818
133.189, 124.844, 223.189, 163.844
126.415, 124.278, 218.215, 164.058
125, 124, 214, 162
117.338, 122.295, 209.934, 161.83
116.41, 122.334, 207.19, 161.094
109.733, 121.796, 200.513, 160.556
105.859, 121.384, 194.859, 159.384
99.3492, 120.468, 190.129, 159.228
95.3283, 119.366, 187.924, 158.901
90.1906, 118.992, 180.971, 157.752
86.1668, 117.919, 176.947, 156.679
82, 117, 172, 155
73.602, 115.575, 167.238, 155.111
72.9225, 115.397, 164.723, 154.157
66.3931, 115.079, 158.193, 153.839
59, 114, 152, 153
50.5268, 113.052, 147.284, 153.627
46.1279, 112.419, 144.82, 153.806
40.859, 112.647, 135.719, 152.427
34, 111, 130, 151
28.8297, 112.011, 121.102, 150.458
21.1925, 110.489, 117.193, 150.489
16, 111, 108, 149
11.1878, 111.871, 99.6154, 148.395
7.30131, 112.298, 95.7288, 148.822
-0.0926404, 113.177, 90.1034, 150.432
0, 115, 83, 151
-4.61904, 116.866, 75.158, 151.468
-11.7341, 117.706, 69.6384, 153
-15.9159, 119.407, 63.8611, 154.009
-23.3428, 120.237, 59.6572, 156.237
-30.2462, 121.162, 51.1264, 156.456
-33.8359, 122.091, 47.5367, 157.386
-35.4786, 122.198, 47.5214, 158.198
-34.6482, 123.048, 45.1288, 157.65
-34.2829, 123.815, 43.9298, 157.738
-33.3573, 124.454, 43.3219, 157.713
-35.6251, 123.272, 45.7475, 158.566
-36.6544, 123.485, 43.1227, 158.087
-36.9764, 123.168, 44.3961, 158.462
-35.7869, 122.016, 47.2131, 158.016
-36.0206, 120.362, 48.6394, 157.082
-34.9202, 119.676, 51.433, 157.131
-33.9039, 118.506, 54.1764, 156.709
-33.2688, 116.501, 58.3699, 156.248
-31.9395, 114.827, 59.6992, 154.574
-26.6954, 114.372, 64.9433, 154.118
-26.0702, 112.356, 65.5686, 152.102
-21.0743, 112.554, 67.0059, 150.758
-19.393, 111.603, 68.6873, 149.807
-14.19, 111.081, 72.1632, 148.535
2, 111, 75, 146
3.18032, 109.805, 77.6403, 145.505
9.13883, 108.786, 85.088, 145.2
15, 108, 90, 143
21.7047, 107.147, 96.7047, 142.147
26.0007, 106.489, 101.001, 141.489
31.4191, 105.809, 106.419, 140.809
34, 104, 112, 140
38.2918, 103.78, 116.292, 139.78
44.858, 103.678, 122.858, 139.678
51.4661, 103.959, 127.937, 139.253
54.2326, 102.777, 133.793, 139.497
60, 103, 139, 139
65.355, 103.493, 142.806, 138.787
67.5626, 103.875, 146.563, 139.875
67.563, 106.05, 146.563, 142.05
66, 106, 147, 142
