142, 125, 90, 39
138.34, 124.818, 90, 39
133.189, 124.844, 90, 39
126.415, 124.278, 91.8, 39.78
125, 124, 89, 38
117.338, 122.295, 92.5956, 39.5352
116.41, 122.334, 90.78, 38.76
109.733, 121.796, 90.78, 38.76
105.859, 121.384, 89, 38
99.3492, 120.468, 90.78, 38.76
95.3283, 119.366, 92.5956, 39.5352
90.1906, 118.992, 90.78, 38.76
86.1668, 117.919, 90.78, 38.76
82, 117, 90, 38
73.602, 115.575, 93.636, 39.5352
72.9225, 115.397, 91.8, 38.76
66.3931, 115.079, 91.8, 38.76
59, 114, 93, 39
50.5268, 113.052, 96.7572, 40.5756
46.1279, 112.419, 98.6923, 41.3871
40.859, 112.647, 94.86, 39.78
34, 111, 96, 40
28.8297, 112.011, 92.2722, 38.4468
21.1925, 110.489, 96, 40
16, 111, 92, 38
11.1878, 111.871, 88.4275, 36.5244
7.30131, 112.298, 88.4275, 36.5244
-0.0926404, 113.177, 90.1961, 37.2549
0, 115, 83, 36
-4.61904, 116.866, 79.777, 34.6021
-11.7341, 117.706, 81.3725, 35.2941
-15.9159, 119.407, 79.777, 34.6021
-23.3428, 120.237, 83, 36
-30.2462, 121.162, 81.3725, 35.2941
-33.8359, 122.091, 81.3725, 35.2941
-35.4786, 122.198, 83, 36
-34.6482, 123.048, 79.777, 34.6021
-34.2829, 123.815, 78.2128, 33.9236
-33.3573, 124.454, 76.6792, 33.2584
-35.6251, 123.272, 81.3725, 35.2941
-36.6544, 123.485, 79.777, 34.6021
-36.9764, 123.168, 81.3725, 35.2941
-35.7869, 122.016, 83, 36
-36.0206, 120.362, 84.66, 36.72
-34.9202, 119.676, 86.3532, 37.4544
-33.9039, 118.506, 88.0803, 38.2035
-33.2688, 116.501, 91.6387, 39.7469
-31.9395, 114.827, 91.6387, 39.7469
-26.6954, 114.372, 91.6387, 39.7469
-26.0702, 112.356, 91.6387, 39.7469
-21.0743, 112.554, 88.0803, 38.2035
-19.393, 111.603, 88.0803, 38.2035
-14.19, 111.081, 86.3532, 37.4544
2, 111, 73, 35
3.18032, 109.805, 74.46, 35.7
9.13883, 108.786, 75.9492, 36.414
15, 108, 75, 35
21.7047, 107.147, 75, 35
26.0007, 106.489, 75, 35
31.4191, 105.809, 75, 35
34, 104, 78, 36
38.2918, 103.78, 78, 36
44.858, 103.678, 78, 36
51.4661, 103.959, 76.4706, 35.2941
54.2326, 102.777, 79.56, 36.72
60, 103, 79, 36
65.355, 103.493, 77.451, 35.2941
67.5626, 103.875, 79, 36
67.563, 106.05, 79, 36
66, 106, 81, 36
66.9293, 106.835, 79.4118, 35.2941
67.8652, 109.172, 77.8547, 34.6021
68.1179, 110.475, 77.8547, 34.6021
67.4658, 111.745, 79.4118, 35.2941
69, 113, 78, 34
70.5419, 114.098, 74.9712, 32.6797
70.2817, 114.53, 76.4706, 33.3333
70.9709, 115.795, 74.9712, 32.6797
67, 116, 79, 34
67.0107, 116.041, 79, 34
66.371, 116.351, 80.58, 34.68
67.8452, 118.989, 79, 34
67.4937, 119.308, 79, 34
68, 120, 77, 33
67.8723, 120.07, 77, 33
67.8879, 120.576, 77, 33
67.9461, 121.616, 75.4902, 32.3529
67.9839, 122.399, 75.4902, 32.3529
67, 124, 78, 34
67.7202, 124.664, 76.4706, 33.3333
66.9606, 125.076, 78, 34
67.9591, 126.11, 76.4706, 33.3333
67.9364, 127.573, 74.9712, 32.6797
66, 129, 77, 34
65.6748, 129.044, 77, 34
64.4803, 129.53, 78.54, 34.68
65.3344, 130.466, 77, 34
65.525, 131.232, 80.1108, 35.3736
66.4032, 132.021, 80.1108, 35.3736
71, 134, 79, 35
72.8278, 135.686, 75.9323, 33.6409
75.0989, 135.847, 75.9323, 33.6409
75.1247, 136.902, 77.451, 34.3137
78.0186, 137.401, 75.9323, 33.6409
79.8254, 138.167, 75.9323, 33.6409
83, 141, 78, 34
88.1543, 141.325, 76.4706, 33.3333
93.1138, 143.328, 78, 34
94.3397, 143.88, 76.4706, 33.3333
100.182, 144.134, 78, 34
103.961, 145.976, 74.9712, 32.6797
108, 146, 76, 33
113.138, 146.607, 76, 33
116.312, 147.686, 73.0488, 31.7186
122.768, 149.009, 73.0488, 31.7186
126.511, 150.956, 74.5098, 32.3529
127, 150, 77, 34
133.415, 151.116, 75.4902, 33.3333
135.968, 152.414, 74.01, 32.6797
142.153, 153.708, 74.01, 32.6797
146.062, 153.916, 74.01, 32.6797
148, 155, 75, 33
154.419, 155.396, 73.5294, 32.3529
156.52, 155.767, 73.5294, 32.3529
162.819, 156.882, 72.0877, 31.7186
167.947, 157.19, 72.0877, 31.7186
171, 158, 71, 31
175.998, 158.076, 71, 31
178.864, 158.908, 71, 31
185.168, 159.64, 69.6078, 30.3922
186.678, 160.768, 68.243, 29.7962
191, 160, 69, 30
193.717, 160.696, 69, 30
199.066, 162.099, 67.6471, 29.4118
203.053, 162.618, 67.6471, 29.4118
204.799, 163.66, 67.6471, 29.4118
200, 167, 81, 35
207.463, 168.103, 77.8547, 33.6409
207.49, 168.817, 77.8547, 33.6409
208.707, 168.827, 79.4118, 34.3137
206, 170, 84, 36
205.6, 168.433, 87.3936, 37.4544
209.414, 169.396, 87.3936, 37.4544
211.915, 171.035, 82.3529, 35.2941
214, 172, 80, 34
214.242, 172.81, 80, 34
217.203, 174.272, 76.8935, 32.6797
217.916, 174.879, 76.8935, 32.6797
218, 175, 76, 32
218.665, 175.906, 74.5098, 31.3725
217.93, 178.356, 76, 32
216.604, 178.226, 77.52, 32.64
215.526, 179.234, 77.52, 32.64
214, 179, 77, 32
213.482, 179.893, 77, 32
214.415, 182.432, 74.01, 30.7574
213.985, 183.715, 74.01, 30.7574
211, 185, 75, 31
211.316, 185.646, 75, 31
211.869, 186.191, 73.5294, 30.3922
209.292, 186.872, 76.5, 31.62
207.577, 188.8, 75, 31
197, 195, 78, 34
197.826, 195.602, 76.4706, 33.3333
198.505, 196.732, 73.5011, 32.039
197.086, 196.4, 74.9712, 32.6797
196.61, 196.591, 74.9712, 32.6797
194, 196, 76, 33
193.678, 195.873, 76, 33
192.708, 195.46, 77.52, 33.66
193.161, 195.155, 76, 33
189.647, 194.345, 76, 33
189, 193, 77, 33
186.633, 191.731, 80.1108, 34.3332
186.443, 190.591, 80.1108, 34.3332
184.576, 189.645, 80.1108, 34.3332
183.673, 187.329, 80.1108, 34.3332
182, 186, 80, 34
180.706, 185.055, 81.6, 34.68
181.354, 184.822, 80, 34
178.951, 183.785, 80, 34
178.402, 182.609, 81.6, 34.68
176, 180, 81, 34
175.896, 179.454, 81, 34
174.38, 178.549, 82.62, 34.68
171.868, 177.995, 82.62, 34.68
171.078, 176.151, 82.62, 34.68
170, 175, 82, 34
169.65, 174.783, 82, 34
170.405, 174.299, 80.3922, 33.3333
168.022, 173.409, 82, 34
165.774, 171.514, 83.64, 34.68
