138.34, 124.818, 90, 39
133.189, 124.844, 90, 39
126.415, 124.278, 91.8, 39.78
125.531, 124.529, 90, 39
118.106, 123.197, 91.8, 39.78
115.686, 123.428, 88.2353, 38.2353
111.667, 122.532, 90, 39
105.204, 122.163, 90, 39
100.615, 122.197, 88.2353, 38.2353
95.5427, 119.789, 93.636, 40.5756
88.3902, 119.204, 93.636, 40.5756
83.3658, 118.547, 93.636, 40.5756
80.8006, 119.04, 91.8, 39.78
73.6485, 117.32, 93.636, 40.5756
71.273, 117.432, 91.8, 39.78
66.4698, 116.77, 88.2353, 38.2353
62.9044, 116.218, 90, 39
55.0008, 115.738, 91.8, 39.78
47.0095, 114.312, 95.5087, 41.3871
42.4938, 113.735, 93.636, 40.5756
36.3745, 113.292, 93.636, 40.5756
31.8076, 114.385, 90, 39
26.8743, 114.358, 88.2353, 38.2353
22.9689, 114.371, 88.2353, 38.2353
16.7328, 114.933, 86.5052, 37.4856
12.5684, 115.518, 88.2353, 38.2353
7.10846, 117.2, 84.809, 36.7506
0.882576, 118.958, 83.1461, 36.03
-7.78478, 120.587, 88.2353, 38.2353
-14.0424, 121.253, 86.5052, 37.4856
-19.093, 122.426, 86.5052, 37.4856
-24.6875, 123.128, 84.809, 36.7506
-31.177, 124.482, 84.809, 36.7506
-34.8773, 125.298, 86.5052, 37.4856
-35.9854, 125.365, 86.5052, 37.4856
-35.3376, 125.935, 84.809, 36.7506
-36.6229, 126.471, 84.809, 36.7506
-36.7836, 126.745, 84.809, 36.7506
-37.8339, 126.075, 86.5052, 37.4856
-38.4693, 125.978, 86.5052, 37.4856
-38.161, 125.738, 86.5052, 37.4856
-39.645, 123.555, 91.8, 39.78
-40.3441, 122.319, 93.636, 40.5756
-40.1068, 121.439, 95.5087, 41.3871
-38.4452, 119.905, 97.4189, 42.2149
-36.972, 119.045, 97.4189, 42.2149
-32.5624, 117.907, 97.4189, 42.2149
-29.4698, 118.032, 93.636, 40.5756
-24.0939, 116.509, 93.636, 40.5756
-24.1397, 115.944, 95.5087, 41.3871
-23.1868, 114.021, 95.5087, 41.3871
-17.5646, 113.773, 93.636, 40.5756
-17.5365, 112.012, 95.5087, 41.3871
-16.9744, 109.496, 99.3673, 43.0592
-6.03046, 109.666, 93.636, 40.5756
-5.70485, 108.209, 97.4189, 42.2149
2.05334, 106.494, 97.4189, 42.2149
5.2722, 105.648, 97.4189, 42.2149
14.0391, 105.88, 93.636, 40.5756
19.5185, 104.365, 95.5087, 41.3871
20.7818, 102.941, 95.5087, 41.3871
29.6232, 102.898, 93.636, 40.5756
34.83, 102.775, 93.636, 40.5756
39.8192, 103.062, 91.8, 39.78
47.6675, 103.484, 90, 39
49.4992, 103.475, 91.8, 39.78
55.5405, 104.066, 90, 39
54.3836, 105.065, 91.8, 39.78
54.2697, 106.435, 91.8, 39.78
55.2853, 107.523, 90, 39
56.3011, 109.593, 88.2353, 38.2353
57.9749, 111.132, 86.5052, 37.4856
57.8623, 112.103, 88.2353, 38.2353
57.2976, 112.629, 91.8, 39.78
58.8122, 114.694, 88.2353, 38.2353
59.5638, 116.038, 88.2353, 38.2353
57.7923, 115.828, 91.8, 39.78
57.4759, 117.464, 91.8, 39.78
57.2325, 117.91, 91.8, 39.78
57.256, 119.153, 91.8, 39.78
59.1967, 120.462, 88.2353, 38.2353
59.3994, 121.103, 88.2353, 38.2353
60.4511, 122.521, 86.5052, 37.4856
60.4977, 123.046, 86.5052, 37.4856
60.7375, 124.199, 86.5052, 37.4856
59.4289, 125.451, 88.2353, 38.2353
58.4259, 125.342, 90, 39
57.9986, 126.963, 90, 39
58.0832, 127.665, 90, 39
56.4511, 127.811, 91.8, 39.78
56.3883, 128.734, 91.8, 39.78
55.8977, 129.355, 91.8, 39.78
55.813, 130.246, 91.8, 39.78
